,Assembly,pident,qcovs,Qval,#Organism Name,Organism Groups,Strain,BioSample,BioProject,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
3827,GCA_002122035.1,26,16,42,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA238,SAMN06698180,PRJNA380429,Scaffold,2.81787,32.7,,NDOK01,114.0,2671.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/035/GCA_002122035.1_ASM212203v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/035/GCF_002122035.1_ASM212203v1
3828,GCA_002122055.1,11,13,24,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA237,SAMN06698179,PRJNA380429,Scaffold,2.80104,32.8,,NDOL01,113.0,2676.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/055/GCA_002122055.1_ASM212205v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/055/GCF_002122055.1_ASM212205v1
3829,GCA_002122065.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA236,SAMN06698178,PRJNA380429,Scaffold,2.87597,32.6,,NDOM01,81.0,2757.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/065/GCA_002122065.1_ASM212206v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/065/GCF_002122065.1_ASM212206v1
3830,GCA_002122075.1,9,12,21,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA233,SAMN06698175,PRJNA380429,Scaffold,2.85885,32.7,,NDOP01,94.0,2727.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/075/GCA_002122075.1_ASM212207v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/075/GCF_002122075.1_ASM212207v1
3831,GCA_002122115.1,11,12,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA232,SAMN06698174,PRJNA380429,Scaffold,2.74726,32.7,,NDOQ01,96.0,2573.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/115/GCA_002122115.1_ASM212211v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/115/GCF_002122115.1_ASM212211v1
3832,GCA_002122135.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA229,SAMN06698171,PRJNA380429,Scaffold,2.78639,32.8,,NDOT01,63.0,2652.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/135/GCA_002122135.1_ASM212213v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/135/GCF_002122135.1_ASM212213v1
3833,GCA_002122145.1,13,14,27,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA230,SAMN06698172,PRJNA380429,Scaffold,2.73127,32.8,,NDOS01,74.0,2591.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/145/GCA_002122145.1_ASM212214v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/145/GCF_002122145.1_ASM212214v1
3834,GCA_002122155.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA363,SAMN06698283,PRJNA380429,Scaffold,2.87712,32.6,,NDKL01,56.0,2761.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/155/GCA_002122155.1_ASM212215v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/155/GCF_002122155.1_ASM212215v1
3835,GCA_002122195.1,9,11,20,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA360,SAMN06698280,PRJNA380429,Scaffold,2.85687,32.7,,NDKO01,70.0,2740.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/195/GCA_002122195.1_ASM212219v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/195/GCF_002122195.1_ASM212219v1
3836,GCA_002122205.1,3,10,13,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA358,SAMN06698278,PRJNA380429,Scaffold,2.84281,32.6,,NDKQ01,77.0,2710.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/205/GCA_002122205.1_ASM212220v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/205/GCF_002122205.1_ASM212220v1
3837,GCA_002122215.1,3,10,13,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA361,SAMN06698281,PRJNA380429,Scaffold,2.84269,32.6,,NDKN01,68.0,2711.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/215/GCA_002122215.1_ASM212221v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/215/GCF_002122215.1_ASM212221v1
3838,GCA_002122255.1,13,14,27,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA353,SAMN06698274,PRJNA380429,Scaffold,2.77721,32.8,,NDKU01,54.0,2617.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/255/GCA_002122255.1_ASM212225v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/255/GCF_002122255.1_ASM212225v1
3839,GCA_002122275.1,11,13,24,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA352,SAMN06698273,PRJNA380429,Scaffold,2.78396,32.8,,NDKV01,62.0,2639.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/275/GCA_002122275.1_ASM212227v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/275/GCF_002122275.1_ASM212227v1
3840,GCA_002122285.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA349,SAMN06698271,PRJNA380429,Scaffold,2.93765,32.7,,NDKX01,90.0,2858.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/285/GCA_002122285.1_ASM212228v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/285/GCF_002122285.1_ASM212228v1
3841,GCA_002122295.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA347,SAMN06698269,PRJNA380429,Scaffold,2.77616,32.8,,NDKZ01,45.0,2621.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/295/GCA_002122295.1_ASM212229v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/295/GCF_002122295.1_ASM212229v1
3842,GCA_002122335.1,1,10,11,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA341,SAMN06698265,PRJNA380429,Scaffold,2.92439,32.6,,NDLD01,89.0,2851.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/335/GCA_002122335.1_ASM212233v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/335/GCF_002122335.1_ASM212233v1
3843,GCA_002122355.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA334,SAMN06698258,PRJNA380429,Scaffold,2.81838,32.7,,NDLK01,84.0,2665.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/355/GCA_002122355.1_ASM212235v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/355/GCF_002122355.1_ASM212235v1
3844,GCA_002122375.1,11,12,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA320,SAMN06698247,PRJNA380429,Scaffold,2.78603,32.8,,NDLV01,69.0,2654.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/375/GCA_002122375.1_ASM212237v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/375/GCF_002122375.1_ASM212237v1
3845,GCA_002122395.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA340,SAMN06698264,PRJNA380429,Scaffold,2.91314,32.6,,NDLE01,54.0,2807.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/395/GCA_002122395.1_ASM212239v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/395/GCF_002122395.1_ASM212239v1
3846,GCA_002122405.1,11,12,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA325,SAMN06698252,PRJNA380429,Scaffold,2.77312,32.8,,NDLQ01,75.0,2624.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/405/GCA_002122405.1_ASM212240v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/405/GCF_002122405.1_ASM212240v1
3847,GCA_002122415.1,0,11,11,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA321,SAMN06698248,PRJNA380429,Scaffold,2.92482,32.6,,NDLU01,66.0,2843.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/415/GCA_002122415.1_ASM212241v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/415/GCF_002122415.1_ASM212241v1
3848,GCA_002122455.1,11,13,24,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA319,SAMN06698246,PRJNA380429,Scaffold,2.81779,32.8,,NDLW01,80.0,2692.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/455/GCA_002122455.1_ASM212245v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/455/GCF_002122455.1_ASM212245v1
3849,GCA_002122475.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA316,SAMN06698244,PRJNA380429,Scaffold,2.78606,32.8,,NDLY01,45.0,2654.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/475/GCA_002122475.1_ASM212247v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/475/GCF_002122475.1_ASM212247v1
3850,GCA_002122485.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA315,SAMN06698243,PRJNA380429,Scaffold,2.79015,32.8,,NDLZ01,41.0,2640.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/485/GCA_002122485.1_ASM212248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/485/GCF_002122485.1_ASM212248v1
3851,GCA_002122495.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA310,SAMN06698238,PRJNA380429,Scaffold,2.78697,32.8,,NDME01,64.0,2633.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/495/GCA_002122495.1_ASM212249v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/495/GCF_002122495.1_ASM212249v1
3852,GCA_002122535.1,11,13,24,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA309,SAMN06698237,PRJNA380429,Scaffold,2.76255,32.8,,NDMF01,82.0,2589.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/535/GCA_002122535.1_ASM212253v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/535/GCF_002122535.1_ASM212253v1
3853,GCA_002122545.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA300,SAMN06698229,PRJNA380429,Scaffold,2.91756,32.6,,NDMN01,66.0,2803.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/545/GCA_002122545.1_ASM212254v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/545/GCF_002122545.1_ASM212254v1
3854,GCA_002122565.1,11,14,25,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA298,SAMN06698227,PRJNA380429,Scaffold,2.80117,32.8,,NDMP01,73.0,2651.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/565/GCA_002122565.1_ASM212256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/565/GCF_002122565.1_ASM212256v1
3855,GCA_002122595.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA297,SAMN06698226,PRJNA380429,Scaffold,2.86451,32.7,,NDMQ01,108.0,2750.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/595/GCA_002122595.1_ASM212259v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/595/GCF_002122595.1_ASM212259v1
3856,GCA_002122605.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA293,SAMN06698223,PRJNA380429,Scaffold,2.92857,32.7,,NDMT01,61.0,2831.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/605/GCA_002122605.1_ASM212260v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/605/GCF_002122605.1_ASM212260v1
3857,GCA_002122635.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA291,SAMN06698221,PRJNA380429,Scaffold,2.74438,32.8,,NDMV01,52.0,2566.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/635/GCA_002122635.1_ASM212263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/635/GCF_002122635.1_ASM212263v1
3858,GCA_002122645.1,11,12,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA287,SAMN06698217,PRJNA380429,Scaffold,2.73562,32.8,,NDMZ01,48.0,2571.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/645/GCA_002122645.1_ASM212264v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/645/GCF_002122645.1_ASM212264v1
3859,GCA_002122675.1,12,13,25,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA286,SAMN06698216,PRJNA380429,Scaffold,2.73658,32.7,,NDNA01,76.0,2575.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/675/GCA_002122675.1_ASM212267v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/675/GCF_002122675.1_ASM212267v1
3860,GCA_002122685.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA285,SAMN06698215,PRJNA380429,Scaffold,2.87701,32.6,,NDNB01,65.0,2768.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/685/GCA_002122685.1_ASM212268v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/685/GCF_002122685.1_ASM212268v1
3861,GCA_002122715.1,11,12,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA284,SAMN06698214,PRJNA380429,Scaffold,2.77313,32.8,,NDNC01,76.0,2627.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/715/GCA_002122715.1_ASM212271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/715/GCF_002122715.1_ASM212271v1
3862,GCA_002122735.1,10,13,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA272,SAMN06698204,PRJNA380429,Scaffold,2.89003,32.8,,NDNM01,86.0,2767.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/735/GCA_002122735.1_ASM212273v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/735/GCF_002122735.1_ASM212273v1
3863,GCA_002122745.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA271,SAMN06698203,PRJNA380429,Scaffold,2.86502,32.7,,NDNN01,158.0,2753.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/745/GCA_002122745.1_ASM212274v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/745/GCF_002122745.1_ASM212274v1
3864,GCA_002122765.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA256,SAMN06698198,PRJNA380429,Scaffold,2.84539,32.7,,NDNS01,81.0,2712.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/765/GCA_002122765.1_ASM212276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/765/GCF_002122765.1_ASM212276v1
3865,GCA_002122795.1,26,16,42,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA253,SAMN06698195,PRJNA380429,Scaffold,2.88844,32.8,,NDNV01,208.0,2774.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/795/GCA_002122795.1_ASM212279v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/795/GCF_002122795.1_ASM212279v1
3866,GCA_002122805.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA250,SAMN06698192,PRJNA380429,Scaffold,2.92542,32.7,,NDNY01,79.0,2829.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/805/GCA_002122805.1_ASM212280v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/805/GCF_002122805.1_ASM212280v1
3867,GCA_002122825.1,11,14,25,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA248,SAMN06698190,PRJNA380429,Scaffold,2.77043,32.7,,NDOA01,47.0,2628.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/825/GCA_002122825.1_ASM212282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/825/GCF_002122825.1_ASM212282v1
3868,GCA_002122855.1,10,13,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA243,SAMN06698185,PRJNA380429,Scaffold,2.75898,32.6,,NDOF01,84.0,2581.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/855/GCA_002122855.1_ASM212285v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/855/GCF_002122855.1_ASM212285v1
3869,GCA_002122875.1,26,16,42,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA245,SAMN06698187,PRJNA380429,Scaffold,2.81543,32.7,,NDOD01,132.0,2646.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/875/GCA_002122875.1_ASM212287v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/875/GCF_002122875.1_ASM212287v1
3870,GCA_002122885.1,26,16,42,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA247,SAMN06698189,PRJNA380429,Scaffold,2.81742,32.7,,NDOB01,84.0,2653.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/885/GCA_002122885.1_ASM212288v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/885/GCF_002122885.1_ASM212288v1
3871,GCA_002122915.1,25,14,39,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA235,SAMN06698177,PRJNA380429,Scaffold,2.8648,32.7,,NDON01,95.0,2731.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/915/GCA_002122915.1_ASM212291v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/915/GCF_002122915.1_ASM212291v1
3872,GCA_002122935.1,25,14,39,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA231,SAMN06698173,PRJNA380429,Scaffold,2.87716,32.7,,NDOR01,128.0,2754.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/935/GCA_002122935.1_ASM212293v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/935/GCF_002122935.1_ASM212293v1
3873,GCA_002122955.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA234,SAMN06698176,PRJNA380429,Scaffold,2.78131,32.8,,NDOO01,71.0,2646.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/955/GCA_002122955.1_ASM212295v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/955/GCF_002122955.1_ASM212295v1
3874,GCA_002122975.1,9,11,20,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA223,SAMN06698165,PRJNA380429,Scaffold,2.8742,32.7,,NDOZ01,62.0,2757.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/975/GCA_002122975.1_ASM212297v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/975/GCF_002122975.1_ASM212297v1
3875,GCA_002122995.1,1,10,11,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA220,SAMN06698162,PRJNA380429,Scaffold,2.87804,32.6,,NDPC01,61.0,2781.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/122/995/GCA_002122995.1_ASM212299v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/122/995/GCF_002122995.1_ASM212299v1
3876,GCA_002123015.1,0,10,10,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA219,SAMN06698161,PRJNA380429,Scaffold,2.93054,32.7,,NDPD01,69.0,2842.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/015/GCA_002123015.1_ASM212301v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/015/GCF_002123015.1_ASM212301v1
3877,GCA_002123035.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA218,SAMN06698160,PRJNA380429,Scaffold,2.76787,32.7,,NDPE01,61.0,2586.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/035/GCA_002123035.1_ASM212303v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/035/GCF_002123035.1_ASM212303v1
3878,GCA_002123055.1,10,13,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA216,SAMN06698158,PRJNA380429,Scaffold,2.7423,32.7,,NDPG01,57.0,2577.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/055/GCA_002123055.1_ASM212305v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/055/GCF_002123055.1_ASM212305v1
3879,GCA_002123075.1,10,13,23,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA214,SAMN06698156,PRJNA380429,Scaffold,2.78764,32.8,,NDPI01,59.0,2635.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/075/GCA_002123075.1_ASM212307v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/075/GCF_002123075.1_ASM212307v1
3880,GCA_002123095.1,2,10,12,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA275,SAMN06698207,PRJNA380429,Scaffold,2.83262,32.6,,NDNJ01,64.0,2702.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/095/GCA_002123095.1_ASM212309v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/095/GCF_002123095.1_ASM212309v1
3881,GCA_002123105.1,1,10,11,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA213,SAMN06698155,PRJNA380429,Scaffold,2.88184,32.6,,NDPJ01,63.0,2773.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/105/GCA_002123105.1_ASM212310v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/105/GCF_002123105.1_ASM212310v1
3882,GCA_002123135.1,11,14,25,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA212,SAMN06698154,PRJNA380429,Scaffold,2.80198,32.8,,NDPK01,44.0,2656.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/135/GCA_002123135.1_ASM212313v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/135/GCF_002123135.1_ASM212313v1
3883,GCA_002123145.1,10,12,22,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA211,SAMN06698153,PRJNA380429,Scaffold,2.78845,32.8,,NDPL01,57.0,2645.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/145/GCA_002123145.1_ASM212314v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/145/GCF_002123145.1_ASM212314v1
3884,GCA_002123175.1,11,13,24,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA210,SAMN06698152,PRJNA380429,Scaffold,2.7041,32.7,,NDPM01,72.0,2543.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/175/GCA_002123175.1_ASM212317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/175/GCF_002123175.1_ASM212317v1
3885,GCA_002123195.1,12,13,25,Staphylococcus aureus,Bacteria;Terrabacteria group;Firmicutes,CFSA208,SAMN06698150,PRJNA380429,Scaffold,2.82401,32.8,,NDPO01,93.0,2701.0,2017-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/195/GCA_002123195.1_ASM212319v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/123/195/GCF_002123195.1_ASM212319v1
