Assembly, pident, qcovs, Qval,Strain,Size (Mb),WGS,Scaffolds,Genes,Proteins
GCA_003011065.1,14,15,29,SCPM-O-B-8377,2.84743,PXUY01,60,2933,2751
GCA_003011095.1,15,15,30,SCPM-O-B-8372,2.82396,PXUW01,62,2912,2725
GCA_003011115.1,14,15,29,SCPM-O-B-7803,2.84041,PXUZ01,70,2925,2741
GCA_003011175.1,13,16,29,SCPM-O-B-8379,2.84568,PXVA01,107,2936,2735
GCA_003011195.1,13,14,27,SCPM-O-B-8380,2.72993,PXVB01,77,2839,2685
GCA_003011845.1,50,15,65,SCPM-O-B-8378,2.87068,PXXP01,46,2897,2728
GCA_003017735.1,13,15,28,1014-2602-2015,2.71302,PQWR01,176,2788,2641
GCA_003017755.1,11,16,27,0908-2002-2015,2.75497,PQWS01,59,2882,2731
GCA_003017835.1,10,14,24,0257-2201-2015,2.66659,PQWU01,86,2734,2596
GCA_003055665.1,7,17,24,N1,2.72485,MVJO01,197,2870,2707
GCA_003055675.1,23,15,38,N2,2.80154,MVJQ01,38,2914,2752
GCA_003055705.1,7,16,23,N1a,2.7274,MVJP01,300,2870,2688
GCA_003055715.1,23,15,38,N2a,2.8026,MVJR01,30,2922,2752
GCA_003055745.1,4,12,16,N3,2.83146,MVJS01,99,2999,2855
GCA_003055765.1,15,17,32,N4,2.68413,MVJV01,325,2764,2619
GCA_003055775.1,5,11,16,N3a,2.83351,MVJT01,83,2995,2867
GCA_003055785.1,4,13,17,N3b,2.76946,MVJU01,252,2920,2767
GCA_003055825.1,16,17,33,N4a,2.71606,MVJW01,139,2798,2664
GCA_003055865.1,14,15,29,N4b,2.72201,MVJX01,47,2808,2676
GCA_003055875.1,12,15,27,N5,2.76856,MVJY01,60,2924,2760
GCA_003055885.1,12,15,27,N5a,2.76332,MVJZ01,146,2914,2738
GCA_003057555.1,21,14,35,IMT37426,2.81418,PYBG01,58,2962,2757
GCA_003112635.1,12,16,28,GUATP 6,2.71913,BEXW01,21,2814,2680
GCA_003113915.1,14,16,30,GUATP 6b,2.71048,BEXX01,56,2813,2661
GCA_003113935.1,12,14,26,GUATP 28,2.73923,BEXY01,23,2839,2694
GCA_003113955.1,16,19,35,GUATP 28b,2.66854,BEXZ01,225,2786,2599
GCA_003113975.1,9,12,21,GUATP 47,2.87912,BEYA01,21,3011,2843
GCA_003113995.1,13,18,31,GUATP 47b,2.82633,BEYB01,172,2980,2774
GCA_003114015.1,6,12,18,GUATP 67,2.78664,BEYC01,23,2914,2769
GCA_003114035.1,14,18,32,GUATP 74,2.66137,BEYD01,33,2732,2588
GCA_003114055.1,9,13,22,GUATP 97,2.75825,BEYE01,26,2900,2736
GCA_003114075.1,12,14,26,GUATP 97b,2.74644,BEYF01,48,2892,2708
GCA_003114095.1,6,14,20,GUATP 105b,2.75558,BEYG01,80,2891,2730
GCA_003114115.1,14,18,32,GUATP 107,2.66949,BEYH01,96,2760,2598
GCA_003114335.1,13,15,28,GUATP 151,2.6986,BEYJ01,40,2796,2619
GCA_003114595.1,14,16,30,GUATP 221,2.77039,BEYL01,74,2903,2725
GCA_003114615.1,11,12,23,GUATP 222,2.79128,BEYM01,29,2913,2747
GCA_003114655.1,7,15,22,GUATP 225,2.82577,BEYO01,50,2973,2828
GCA_003114675.1,12,15,27,GUATP 226,2.70712,BEYP01,26,2828,2669
GCA_900017555.1,14,11,25,st995,2.87713,FGHO01,53,2999,2840
GCA_900017625.1,14,11,25,st2494,2.88651,FGXG01,94,3008,2837
GCA_900018245.1,15,13,28,st1320,2.78594,FGKP01,76,2856,2718
GCA_900020205.1,14,12,26,st2307,2.87626,FFOU01,82,3008,2846
GCA_900020345.1,15,13,28,st935,2.74157,FGGW01,51,2806,2668
GCA_900020395.1,14,11,25,st1221,2.82748,FGJP01,59,2927,2780
GCA_900022585.1,24,13,37,st648,2.9091,FGBB01,67,3074,2883
GCA_900025005.1,15,11,26,st269,2.83349,FFXK01,49,2922,2783
GCA_900035705.1,14,12,26,st193,2.83226,FFWU01,55,2927,2777
GCA_900037705.1,24,13,37,st512,2.86608,FGET01,54,3006,2823
GCA_900037805.1,15,12,27,st966,2.86102,FGHE01,78,2952,2794
GCA_900037925.1,15,13,28,st1165,2.74861,FGJD01,60,2814,2669
GCA_900038415.1,25,13,38,st773,2.95994,FGCI01,54,3136,2936
GCA_900038775.1,14,12,26,st528,2.82665,FFZZ01,62,2945,2780
GCA_900038905.1,14,11,25,st877,2.82673,FGGH01,66,2926,2768
GCA_900039015.1,25,13,38,st1310,2.96609,FGKL01,76,3116,2929
GCA_900039735.1,14,12,26,st1257,2.79683,FGJX01,68,2883,2745
GCA_900040155.1,14,12,26,st1291,2.81948,FGKF01,80,2911,2754
GCA_900040245.1,15,11,26,st1387,2.7923,FGLG01,50,2877,2725
GCA_900040455.1,14,11,25,st1663,2.83756,FGRY01,57,2939,2785
GCA_900040995.1,14,11,25,st1432,2.80536,FGRD01,47,2899,2748
GCA_900041895.1,23,15,38,st424,2.6988,FGOS01,16,2767,2616
GCA_900043565.1,14,11,25,st2827,2.8151,FFPD01,58,2930,2761
GCA_900043915.1,14,12,26,st67,2.80301,FFUZ01,42,2895,2746
GCA_900044775.1,14,12,26,st1725,2.81805,FFPM01,49,2911,2761
GCA_900045085.1,16,11,27,st1670,2.82845,FGOE01,53,2925,2774
GCA_900045145.1,14,11,25,st1589,2.80495,FGRS01,44,2923,2740
GCA_900045275.1,15,11,26,st2640,2.85873,FGXZ01,56,2964,2817
GCA_900045505.1,14,12,26,st69,2.83226,FFVI01,60,2932,2777
GCA_900045785.1,20,13,33,st436,2.77645,FFZB01,22,2878,2709
GCA_900045825.1,15,12,27,st516,2.81331,FFZW01,56,2915,2760
GCA_900046195.1,14,11,25,st1825,2.80069,FGTE01,52,2890,2748
GCA_900046205.1,5,14,19,st1831,2.91843,FGTG01,110,3138,2963
GCA_900046415.1,14,12,26,st2190,2.83175,FGVD01,62,2929,2774
GCA_900046465.1,24,17,41,LYO-S2,2.68126,FCOV01,24,2757,2561
GCA_900046875.1,16,12,28,st1008,2.79147,FGQC01,23,2890,2719
GCA_900047225.1,24,13,37,st556,2.96679,FGAF01,61,3116,2934
GCA_900048365.1,16,13,29,st2471,2.83075,FGXA01,81,2932,2780
GCA_900048455.1,15,11,26,st333,2.82538,FGEF01,44,2913,2772
GCA_900048655.1,14,12,26,st904,2.81528,FGGM01,90,2939,2784
GCA_900048685.1,15,13,28,st925,2.82888,FGGR01,85,2911,2758
GCA_900048735.1,16,12,28,st952,2.82369,FGGY01,50,2936,2788
GCA_900048975.1,15,12,27,st2956,2.76789,FGZQ01,49,2866,2719
GCA_900050255.1,14,13,27,st3068,2.86846,FHAA01,103,2999,2814
GCA_900050585.1,14,12,26,st3004,2.79783,FGZW01,63,2929,2757
GCA_900051055.1,14,13,27,st2886,2.82797,FGZF01,76,2934,2771
GCA_900052955.1,15,12,27,st2823,2.84114,FGYX01,106,2938,2770
GCA_900055295.1,14,12,26,st2135,2.8527,FHCZ01,67,2968,2816
GCA_900056275.1,14,12,26,st3265,2.79423,FHAR01,71,2885,2741
GCA_900056295.1,14,11,25,st1800,2.85876,FHCJ01,65,2981,2824
GCA_900056685.1,14,12,26,st2756,2.83543,FHEC01,54,2932,2784
GCA_900058385.1,15,21,36,st2881,2.77704,FHEP01,272,2943,2677
GCA_900058875.1,15,11,26,st1531,2.78545,FHBX01,32,2872,2730
GCA_900060045.1,14,12,26,st2874,2.78635,FHEL01,56,2886,2741
GCA_900061105.1,16,12,28,st2456,2.79029,FHDR01,46,2886,2737
GCA_900062805.1,15,12,27,st1988,2.878,FHCS01,68,2997,2842
GCA_900063335.1,14,12,26,st933,2.80256,FHBF01,61,2904,2752
GCA_900064435.1,14,12,26,st2206,2.81854,FHDE01,103,2939,2787
GCA_900064545.1,24,13,37,st975,2.90903,FHBH01,69,3047,2868
GCA_900067275.1,7,12,19,TW20,3.01714,FJMW01,40,3179,3028
GCA_900070215.1,26,16,42,1943STDY5698363,2.74853,FJNV01,32,2859,2659
GCA_900070265.1,18,15,33,1943STDY5698364,2.73603,FJNR01,31,2800,2654
GCA_900070275.1,13,17,30,1943STDY5698362,2.71858,FJNO01,14,2822,2642
GCA_900080255.1,11,15,26,NA,2.72098,FKLV01,18,2840,2678
GCA_900080265.1,25,14,39,NA,2.85098,FKLY01,39,3011,2821
GCA_900080275.1,26,17,43,NA,2.8109,FKMZ01,39,2944,2764
GCA_900080285.1,10,12,22,NA,2.76607,FKNK01,20,2851,2718
GCA_900080295.1,25,15,40,NA,2.83902,FKLZ01,35,2983,2803
GCA_900080305.1,12,14,26,NA,2.71841,FKMK01,13,2830,2663
GCA_900080315.1,12,13,25,NA,2.70424,FKMJ01,27,2804,2620
GCA_900080325.1,9,13,22,NA,2.91749,FKMX01,44,3066,2921
GCA_900080335.1,9,12,21,NA,2.736,FKLX01,18,2861,2688
GCA_900080345.1,9,14,23,NA,2.91012,FKMW01,39,3059,2915
GCA_900080355.1,12,13,25,NA,2.66176,FKMG01,16,2747,2592
GCA_900080365.1,23,16,39,NA,2.72681,FKMU01,17,2830,2668
GCA_900080375.1,9,11,20,NA,2.84504,FKMQ01,25,2954,2840
GCA_900080385.1,11,12,23,NA,2.73802,FKMD01,19,2816,2695
GCA_900080395.1,10,11,21,NA,2.78065,FKNJ01,18,2919,2765
GCA_900080405.1,8,13,21,NA,2.86705,FKNC01,20,2995,2864
GCA_900080415.1,23,15,38,NA,2.68792,FKYG01,8,2778,2604
GCA_900080425.1,12,17,29,NA,2.74655,FKNI01,23,2881,2732
GCA_900080435.1,12,14,26,NA,2.71496,FKLW01,11,2853,2684
GCA_900080445.1,14,14,28,NA,2.74597,FKMH01,21,2923,2744
GCA_900080455.1,10,12,22,NA,2.81243,FKNG01,21,2908,2785
GCA_900080465.1,26,13,39,NA,2.80608,FKMF01,36,2948,2762
GCA_900080475.1,12,13,25,NA,2.73029,FKMI01,18,2856,2692
GCA_900080485.1,13,15,28,NA,2.79902,FKMA01,15,2945,2799
GCA_900080495.1,25,13,38,NA,2.85407,FKOX01,38,2996,2822
GCA_900080505.1,13,14,27,NA,2.72239,FKMY01,14,2858,2689
GCA_900080515.1,11,13,24,NA,2.75996,FKMP01,16,2887,2770
GCA_900080525.1,10,12,22,NA,2.8292,FKND01,25,2959,2831
GCA_900080535.1,10,13,23,NA,2.79616,FKMS01,30,2912,2778
GCA_900080545.1,12,13,25,NA,2.71701,FKNB01,17,2771,2658
GCA_900080555.1,23,15,38,NA,2.7371,FKNA01,12,2833,2675
GCA_900080565.1,9,11,20,NA,2.88606,FKMB01,29,3038,2909
GCA_900080575.1,12,11,23,NA,2.79467,FKME01,19,2943,2787
GCA_900080585.1,12,13,25,NA,2.7342,FKMT01,14,2847,2689
GCA_900080595.1,12,12,24,NA,2.65792,FKMV01,20,2766,2594
GCA_900080605.1,9,11,20,NA,2.85101,FKOT01,32,3019,2867
GCA_900080615.1,24,17,41,NA,2.70775,FKYI01,9,2797,2640
GCA_900080635.1,25,14,39,NA,2.85562,FKML01,41,3005,2838
GCA_900080645.1,9,12,21,NA,2.87556,FKOV01,28,3043,2883
GCA_900080655.1,12,14,26,NA,2.77093,FKMN01,21,2926,2751
GCA_900080665.1,8,10,18,NA,2.77887,FKMO01,26,2864,2738
GCA_900080675.1,9,11,20,NA,2.82995,FKMR01,20,2947,2823
GCA_900080685.1,10,13,23,NA,2.77643,FKMM01,25,2901,2777
GCA_900080705.1,11,12,23,NA,2.82893,FKNE01,28,2956,2829
GCA_900080715.1,8,13,21,NA,2.74,FKNH01,13,2874,2720
GCA_900080725.1,10,13,23,NA,2.77465,FKNL01,17,2878,2750
GCA_900080735.1,10,13,23,NA,2.82702,FKNM01,22,2961,2830
GCA_900080745.1,9,11,20,NA,2.86742,FKNN01,34,3022,2880
GCA_900080755.1,9,11,20,NA,2.8612,FKNO01,43,3009,2873
GCA_900080765.1,11,12,23,NA,2.68636,FKNP01,26,2761,2593
GCA_900080775.1,10,13,23,NA,2.73797,FKNR01,19,2806,2694
GCA_900080785.1,11,13,24,NA,2.73285,FKNQ01,17,2806,2684
GCA_900080795.1,9,11,20,NA,2.83097,FKNS01,22,2958,2831
GCA_900080805.1,11,13,24,NA,2.78433,FKNT01,38,2930,2800
GCA_900080815.1,9,12,21,MSSA,2.86201,FKNU01,26,2984,2852
GCA_900080825.1,13,13,26,MSSA,2.77765,FKNV01,19,2884,2762
GCA_900080835.1,9,12,21,MSSA,2.8878,FKNW01,60,3056,2881
GCA_900080845.1,25,14,39,MSSA,2.81069,FKNX01,28,2962,2771
GCA_900080855.1,12,12,24,MRSA,2.73454,FKNY01,31,2838,2647
GCA_900080865.1,21,13,34,MSSA,2.84177,FKNZ01,23,2962,2782
GCA_900080875.1,13,14,27,MRSA,2.64984,FKOA01,24,2720,2533
GCA_900080885.1,25,13,38,MSSA,2.84915,FKOB01,37,3012,2814
GCA_900080895.1,9,12,21,MSSA,2.88211,FKOC01,33,3034,2893
GCA_900080905.1,12,14,26,MSSA,2.73881,FKOG01,27,2840,2692
GCA_900080915.1,13,14,27,MSSA,2.65034,FKOD01,21,2719,2530
GCA_900080925.1,21,15,36,MSSA,2.82287,FKOF01,21,2934,2755
GCA_900080935.1,13,13,26,MSSA,2.68636,FKOE01,24,2771,2592
GCA_900080945.1,10,13,23,MRSA,2.79885,FKOH01,39,2974,2775
GCA_900080955.1,8,15,23,MSSA,2.71668,FKOI01,12,2834,2675
GCA_900080965.1,10,12,22,MRSA,2.81087,FKOJ01,18,2907,2787
GCA_900080975.1,12,14,26,MSSA,2.8053,FKON01,30,2901,2784
GCA_900080985.1,9,12,21,MRSA,2.73167,FKOM01,16,2857,2698
GCA_900080995.1,12,14,26,MSSA,2.73258,FKOL01,20,2808,2685
GCA_900081005.1,13,14,27,MSSA,2.70036,FKOK01,12,2819,2662
GCA_900081015.1,11,12,23,MSSA,2.81599,FKOQ01,34,2978,2814
GCA_900081025.1,9,11,20,MRSA,2.84524,FKOP01,37,2960,2836
GCA_900081035.1,12,15,27,MRSA,2.72956,FKOO01,16,2849,2700
GCA_900081045.1,12,14,26,MRSA,2.73285,FKOR01,19,2811,2687
GCA_900081055.1,10,13,23,MRSA,2.80966,FKOS01,19,2907,2778
GCA_900081065.1,14,15,29,MRSA,2.74017,FKOW01,34,2801,2643
GCA_900081075.1,10,14,24,MSSA,2.71948,FKOU01,19,2840,2684
GCA_900081085.1,12,14,26,MRSA,2.71778,FKOY01,16,2791,2670
GCA_900081095.1,10,12,22,MRSA,2.90018,FKOZ01,28,3058,2913
GCA_900081105.1,10,12,22,MRSA,2.79013,FKPA01,20,2887,2755
GCA_900081115.1,13,13,26,MSSA,2.70799,FKPB01,28,2801,2609
GCA_900081125.1,25,14,39,MRSA,2.86906,FKPC01,47,3020,2810
GCA_900081135.1,9,13,22,MRSA,2.89352,FKPE01,45,3015,2883
GCA_900081145.1,10,12,22,MRSA,2.80933,FKPD01,18,2910,2786
GCA_900081155.1,10,11,21,MRSA,2.92494,FKPF01,49,3094,2934
GCA_900081165.1,11,13,24,MRSA,2.78267,FKPH01,30,2875,2756
GCA_900081175.1,10,12,22,MSSA,2.74143,FKPI01,22,2846,2724
GCA_900081185.1,10,12,22,MRSA,2.78914,FKPG01,17,2883,2759
GCA_900081195.1,14,15,29,MSSA,2.72356,FKPJ01,18,2812,2690
GCA_900081205.1,12,14,26,MSSA,2.75723,FKPL01,17,2845,2739
GCA_900081215.1,26,15,41,MSSA,2.84722,FKPN01,29,2952,2806
GCA_900081225.1,24,15,39,MSSA,2.73532,FKPM01,26,2809,2666
GCA_900081235.1,23,15,38,MSSA,2.72976,FKPK01,16,2804,2664
GCA_900081245.1,10,12,22,MRSA,2.80459,FKPO01,33,2909,2771
GCA_900081255.1,10,11,21,MRSA,2.88087,FKPP01,29,2996,2889
GCA_900081265.1,12,12,24,MSSA,2.81639,FKPQ01,25,2920,2802
GCA_900081275.1,24,18,42,MSSA,2.67456,FKPR01,23,2715,2587
GCA_900081285.1,12,12,24,MSSA,2.79348,FKPS01,18,2924,2790
GCA_900081295.1,10,12,22,MRSA,2.80553,FKPT01,21,2903,2778
GCA_900081305.1,24,17,41,MSSA,2.67568,FKPV01,25,2722,2587
GCA_900081315.1,26,14,40,MSSA,2.76258,FKPU01,29,2858,2701
GCA_900081325.1,11,14,25,MSSA,2.74579,FKPW01,21,2822,2686
GCA_900081335.1,12,13,25,MRSA,2.71141,FKPX01,41,2775,2629
GCA_900081345.1,12,13,25,MSSA,2.71433,FKPY01,44,2788,2632
GCA_900081355.1,12,15,27,MSSA,2.78239,FKPZ01,21,2896,2769
GCA_900081365.1,11,13,24,MSSA,2.72965,FKQB01,11,2809,2677
GCA_900081375.1,24,12,36,MSSA,2.86698,FKQA01,42,2977,2825
GCA_900081385.1,12,11,23,MRSA,2.83648,FKQC01,27,2978,2846
GCA_900081395.1,24,17,41,MRSA,2.69615,FKQD01,25,2749,2606
GCA_900081405.1,11,13,24,MSSA,2.79805,FKQE01,32,2908,2794
GCA_900081415.1,9,11,20,MSSA,2.87585,FKQF01,45,3029,2910
GCA_900081425.1,12,14,26,MSSA,2.73318,FKQG01,26,2819,2689
GCA_900081435.1,14,16,30,MSSA,2.77506,FKQI01,43,2828,2665
GCA_900081445.1,14,17,31,MSSA,2.80863,FKQJ01,40,2881,2729
GCA_900081455.1,9,11,20,MSSA,2.8507,FKQH01,33,2980,2850
GCA_900081465.1,24,17,41,MSSA,2.67558,FKQK01,14,2727,2590
GCA_900081475.1,10,12,22,MSSA,2.80742,FKQL01,23,2914,2778
GCA_900081485.1,22,15,37,MSSA,2.72632,FKQP01,19,2785,2642
GCA_900081495.1,11,14,25,MRSA,2.75005,FKQO01,21,2845,2697
GCA_900081505.1,26,14,40,MSSA,2.7637,FKQM01,37,2868,2695
GCA_900081515.1,24,17,41,MRSA,2.67658,FKQN01,18,2729,2584
GCA_900081525.1,11,13,24,MRSA,2.74185,FKQQ01,19,2810,2695
GCA_900081535.1,12,12,24,MSSA,2.7966,FKQR01,18,2931,2797
GCA_900081545.1,26,15,41,MSSA,2.86765,FKQS01,55,3013,2839
GCA_900081555.1,9,12,21,MSSA,2.88293,FKQT01,67,3025,2884
GCA_900081565.1,10,12,22,MSSA,2.74392,FKQU01,17,2855,2733
GCA_900081575.1,9,11,20,MRSA,2.8802,FKQV01,34,3008,2884
GCA_900081585.1,14,15,29,MSSA,2.72392,FKQW01,17,2813,2690
GCA_900081595.1,10,12,22,MSSA,2.85654,FKQX01,18,2985,2849
GCA_900081605.1,23,15,38,MRSA,2.74043,FKQY01,22,2822,2680
GCA_900081615.1,10,14,24,MSSA,2.73538,FKYF01,9,2824,2689
GCA_900081625.1,26,14,40,MSSA,2.80001,FKQZ01,37,2913,2750
GCA_900081635.1,12,14,26,MSSA,2.75858,FKRA01,15,2862,2742
GCA_900081645.1,9,12,21,MSSA,2.88129,FKRD01,72,3006,2869
GCA_900081655.1,25,13,38,MSSA,2.84412,FKRB01,45,2985,2820
GCA_900081665.1,24,15,39,MSSA,2.73364,FKRC01,20,2822,2674
GCA_900081675.1,11,13,24,MSSA,2.84701,FKRE01,25,2969,2843
GCA_900081685.1,12,12,24,MSSA,2.81243,FKRF01,18,2920,2802
GCA_900081695.1,23,16,39,MSSA,2.73198,FKRG01,20,2848,2666
GCA_900081705.1,13,15,28,MSSA,2.72782,FKRI01,20,2861,2707
GCA_900081715.1,10,12,22,MSSA,2.80475,FKRH01,29,2905,2776
GCA_900081725.1,10,11,21,MSSA,2.88078,FKRJ01,30,3001,2883
GCA_900081735.1,11,12,23,MSSA,2.84029,FKRK01,39,2983,2847
GCA_900081745.1,12,13,25,MSSA,2.71496,FKRL01,13,2830,2674
GCA_900081755.1,11,13,24,MRSA,2.80709,FKRM01,22,2913,2783
GCA_900081765.1,9,11,20,MSSA,2.85494,FKRN01,40,3008,2871
GCA_900081775.1,13,12,25,MRSA,2.75117,FKRP01,31,2863,2681
GCA_900081785.1,10,13,23,MSSA,2.69262,FKRO01,14,2830,2671
GCA_900081795.1,9,11,20,MSSA,2.85518,FKRQ01,31,3003,2878
GCA_900081805.1,14,14,28,MRSA,2.75007,FKRR01,28,2858,2662
GCA_900081815.1,26,15,41,MSSA,2.84348,FKRS01,47,2996,2797
GCA_900081825.1,9,12,21,MSSA,2.85448,FKRT01,18,2977,2855
GCA_900081835.1,11,13,24,MSSA,2.8102,FKRU01,15,2922,2773
GCA_900081845.1,25,13,38,MSSA,2.86309,FKRY01,38,3027,2833
GCA_900081855.1,23,16,39,MRSA,2.78123,FKRV01,18,2892,2726
GCA_900081865.1,12,15,27,MSSA,2.81794,FKRW01,21,2982,2815
GCA_900081875.1,25,14,39,MSSA,2.76794,FKRX01,29,2890,2698
GCA_900081885.1,13,16,29,MRSA,2.72897,FKRZ01,16,2845,2699
GCA_900081895.1,9,11,20,MSSA,2.88839,FKSA01,27,3029,2904
GCA_900081905.1,10,12,22,MRSA,2.80148,FKSB01,14,2907,2790
GCA_900081915.1,13,14,27,MSSA,2.73558,FKSC01,15,2878,2711
GCA_900081925.1,12,14,26,MSSA,2.7416,FKSD01,16,2872,2712
GCA_900081935.1,23,15,38,MRSA,2.74407,FKSE01,11,2851,2694
GCA_900081945.1,25,14,39,MSSA,2.87445,FKSI01,42,3034,2841
GCA_900081955.1,10,13,23,MSSA,2.774,FKSF01,23,2915,2749
GCA_900081965.1,23,15,38,MSSA,2.75774,FKSH01,19,2862,2702
GCA_900081975.1,8,12,20,MRSA,2.85935,FKSG01,10,3020,2857
GCA_900081985.1,12,13,25,MSSA,2.75882,FKSM01,13,2869,2742
GCA_900081995.1,10,12,22,MRSA,2.81549,FKSK01,26,2916,2795
GCA_900082005.1,10,13,23,MSSA,2.80515,FKSL01,15,2961,2798
GCA_900082015.1,10,13,23,MSSA,2.80534,FKSJ01,18,2963,2797
GCA_900082025.1,10,12,22,MRSA,2.80278,FKSN01,16,2932,2777
GCA_900082035.1,11,11,22,MSSA,2.84474,FKSO01,28,2973,2839
GCA_900082045.1,11,13,24,MRSA,2.78719,FKSP01,16,2942,2772
GCA_900082055.1,13,13,26,MSSA,2.71662,FKSQ01,13,2797,2675
GCA_900082065.1,13,12,25,MSSA,2.8221,FKSS01,44,2970,2806
GCA_900082075.1,10,13,23,MSSA,2.79563,FKSR01,18,2886,2749
GCA_900082085.1,25,13,38,MSSA,2.85251,FKST01,35,3013,2826
GCA_900082095.1,12,12,24,MSSA,2.73463,FKSU01,10,2870,2698
GCA_900082105.1,12,11,23,MSSA,2.79191,FKSV01,19,2947,2788
GCA_900082115.1,14,17,31,MRSA,2.79243,FKSW01,31,2882,2715
GCA_900082125.1,10,13,23,MSSA,2.71811,FKSX01,10,2832,2669
GCA_900082135.1,11,14,25,MSSA,2.72739,FKSY01,11,2849,2677
GCA_900082145.1,25,14,39,MSSA,2.85682,FKSZ01,35,3005,2822
GCA_900082155.1,10,13,23,MSSA,2.80192,FKTA01,14,2903,2771
GCA_900082165.1,10,12,22,MSSA,2.8089,FKTD01,19,2936,2783
GCA_900082175.1,13,14,27,MSSA,2.72885,FKTB01,14,2829,2669
GCA_900082185.1,12,13,25,MRSA,2.74176,FKTC01,13,2893,2730
GCA_900082195.1,11,13,24,MSSA,2.81165,FKTE01,18,2903,2776
GCA_900082205.1,13,13,26,MRSA,2.77245,FKTF01,36,2902,2688
GCA_900082215.1,9,12,21,MRSA,2.7267,FKTI01,17,2837,2674
GCA_900082225.1,9,12,21,MRSA,2.75692,FKTH01,18,2892,2728
GCA_900082235.1,9,11,20,MSSA,2.89591,FKTG01,24,3074,2920
GCA_900082245.1,11,14,25,MRSA,2.79701,FKTK01,24,2941,2776
GCA_900082255.1,11,13,24,MSSA,2.72547,FKTL01,20,2808,2687
GCA_900082265.1,6,12,18,MSSA,2.71524,FKTJ01,19,2831,2675
GCA_900082275.1,12,14,26,MSSA,2.79809,FKTM01,18,2917,2797
GCA_900082285.1,23,17,40,MRSA,2.75817,FKTN01,12,2866,2707
GCA_900082295.1,23,18,41,MSSA,2.75895,FKTO01,14,2871,2706
GCA_900082305.1,9,11,20,MRSA,2.86127,FKTQ01,37,3010,2886
GCA_900082315.1,12,11,23,MSSA,2.7943,FKTP01,10,2936,2768
GCA_900082325.1,14,13,27,MRSA,2.69727,FKTR01,25,2789,2613
GCA_900082335.1,25,14,39,MRSA,2.80892,FKTT01,30,2956,2761
GCA_900082345.1,23,15,38,MRSA,2.72149,FKTS01,11,2818,2665
GCA_900082355.1,9,11,20,MRSA,2.8319,FKTU01,22,2957,2832
GCA_900082365.1,14,13,27,MSSA,2.71077,FKTV01,29,2792,2598
GCA_900082375.1,9,11,20,MSSA,2.83415,FKTW01,17,2976,2835
GCA_900082385.1,12,13,25,MSSA,2.73551,FKTX01,15,2852,2688
GCA_900082395.1,14,13,27,MSSA,2.71177,FKTY01,29,2787,2598
GCA_900082405.1,26,16,42,MRSA,2.87396,FKUA01,55,3054,2855
GCA_900082415.1,26,15,41,MSSA,2.86739,FKUD01,46,3047,2853
GCA_900082425.1,23,15,38,MSSA,2.86833,FKUC01,40,3022,2837
GCA_900082435.1,8,11,19,MRSA,2.7573,FKUB01,16,2883,2723
GCA_900082445.1,13,14,27,MSSA,2.69419,FKTZ01,10,2816,2664
GCA_900082455.1,23,15,38,MRSA,2.8351,FKUF01,20,2970,2794
GCA_900082465.1,23,16,39,MRSA,2.71894,FKUE01,13,2809,2640
GCA_900082475.1,14,14,28,MSSA,2.76231,FKUG01,34,2899,2744
GCA_900082485.1,9,11,20,MRSA,2.83154,FKUI01,32,2959,2830
GCA_900082495.1,9,12,21,MRSA,2.73978,FKUH01,18,2812,2684
GCA_900082505.1,24,15,39,MRSA,2.73648,FKUJ01,14,2836,2688
GCA_900082515.1,9,11,20,MRSA,2.86526,FKUK01,13,2998,2862
GCA_900082525.1,11,15,26,MSSA,2.68545,FKUM01,10,2779,2626
GCA_900082535.1,9,11,20,MRSA,2.85096,FKUL01,19,2967,2832
GCA_900082545.1,9,11,20,MRSA,2.85334,FKUP01,23,2978,2853
GCA_900082555.1,13,13,26,MSSA,2.82321,FKUO01,28,2987,2823
GCA_900082565.1,23,16,39,MRSA,2.8414,FKUN01,17,2968,2801
GCA_900082575.1,11,13,24,MRSA,2.81398,FKUR01,20,2903,2787
GCA_900082585.1,12,14,26,MSSA,2.75452,FKUQ01,20,2849,2725
GCA_900082595.1,10,11,21,MRSA,2.75069,FKUS01,35,2851,2662
GCA_900082605.1,9,12,21,MRSA,2.831,FKUT01,19,2957,2832
GCA_900082615.1,9,12,21,MRSA,2.90304,FKUU01,50,3052,2913
GCA_900082625.1,9,11,20,MRSA,2.75898,FKUW01,18,2842,2712
GCA_900082635.1,25,13,38,MRSA,2.76446,FKUV01,32,2880,2686
GCA_900082645.1,9,11,20,MSSA,2.8377,FKUX01,29,2942,2810
GCA_900082655.1,9,12,21,MSSA,2.92215,FKVB01,47,3087,2951
GCA_900082665.1,9,12,21,MRSA,2.93326,FKVC01,65,3105,2941
GCA_900082675.1,12,14,26,MRSA,2.82308,FKUZ01,19,2944,2819
GCA_900082685.1,10,13,23,MRSA,2.8264,FKVA01,16,2921,2794
GCA_900082695.1,10,12,22,MRSA,2.82714,FKUY01,19,2951,2830
GCA_900082705.1,10,12,22,MRSA,2.81321,FKVD01,21,2913,2782
GCA_900082715.1,12,12,24,MSSA,2.73555,FKVE01,12,2868,2708
GCA_900082725.1,24,13,37,MRSA,2.9043,FKVF01,42,3078,2887
GCA_900082735.1,27,17,44,MSSA,2.75538,FKVG01,39,2857,2667
GCA_900082745.1,11,13,24,MSSA,2.77219,FKVH01,17,2866,2752
